七台河市,1845.94678897039
万宁市,1740.47522833474
三亚市,1839.14183860844
三明市,648.499236799867
三门峡市,951.666244753565
上海市,83.727175820615
上饶市,422.011683765056
东方市,1819.91442481919
东沙群岛,1247.89712788879
东莞市,1154.71115727469
东营市,721.772620471248
中卫市,1530.50491123784
中山市,1220.43111675092
临夏回族自治州,1677.61191090512
临汾市,1012.61357239451
临沂市,489.719132188129
临沧市,2223.28955216446
临高县,1689.0324130971
丹东市,1069.7436056036
丽水市,370.851337014437
丽江市,2014.90439442805
乌兰察布市,1360.54144987992
乌海市,1533.40144015388
乌鲁木齐市,3182.44968672676
乐东黎族自治县,1838.35155495073
乐山市,1657.93477986025
九江市,550.375533732522
云浮市,1294.81979949376
五家渠市,3217.74444994549
五指山市,1790.49984910657
亳州市,478.241641139856
仙桃市,705.872400324661
伊春市,1967.98028611632
伊犁哈萨克自治州,3623.9284821912
佛山市,1203.74398283354
佳木斯市,2026.21107048773
保亭黎族苗族自治县,1802.89024455663
保定市,985.377825726585
保山市,2239.06331182317
信阳市,551.626170814197
儋州市,1730.91336275677
克孜勒苏柯尔克孜自治,4110.00483110237
克拉玛依市,3430.80692542697
六安市,413.43900135978
六盘水市大湾镇,1643.20462147729
兰州市,1664.58202802459
兴安盟,1654.29685546911
内江市,1520.7092156452
凉山彝族自治州,1836.49566515136
包头市,1463.42512644246
北京市,1051.81862899177
北海市,1568.44542106082
十堰市,971.749619700038
南京市,181.886193456173
南充市,1373.6474593148
南宁市,1519.36153618942
南平市,511.474437335967
南昌市,538.927540196483
南通市,97.6286966107084
南阳市,809.254062351376
博尔塔拉蒙古自治州,3647.5153510309
厦门市,788.955560507477
双鸭山市,1984.31053877199
台州市,302.760772220405
合肥市,329.580722635859
吉安市,749.143316771921
吉林市,1463.30212875023
吐鲁番地区,2983.30582564852
吕梁市,1109.39416927602
吴忠市,1459.27559091255
周口市,601.111740914263
呼伦贝尔市,2035.55595262418
呼和浩特市,1314.12367746085
和田地区,3683.83820752561
咸宁市,651.096140016185
咸阳市,1203.79542813476
哈密地区,2715.18780859056
哈尔滨市,1708.03002849987
唐山市,946.943929070482
商丘市,565.05673733223
商洛市,1039.66378188297
喀什地区,4008.92437510894
嘉兴市,90.1298533963431
嘉峪关市,2230.29221893922
四平市,1397.848805988
固原市,1432.16204785262
图木舒克市,3832.51464627507
塔城地区,3465.38680192208
大兴安岭地区,2349.49952808869
大同市,1135.9794830729
大庆市,1702.06368316237
大理市,2107.77242199637
大连市,910.470245500386
天水市,1437.40021742886
天津市,930.79399314068
天门市,723.666005677032
太原市,1056.83978611448
威海市,650.965946202337
娄底市,964.015111630195
孝感市,645.117832248847
宁德市,505.670311906057
宁波市,213.833737169594
安庆市,396.445734698639
安康市,1116.00423025209
安阳市,768.694786887391
安顺市,1554.17466277893
定安县,1681.38184201733
定西市,1562.47765028602
宜宾市,1574.35717429136
宜昌市,909.941610635129
宜春市,646.221443552874
宝鸡市,1299.98230624488
宣城市,188.194939047206
宿州市,424.415583675143
宿迁市,334.087544722216
屯昌县,1710.14813105141
山南地区,2754.12049718582
岳阳市,756.517003390393
崇左市,1652.69576300153
巢湖市,272.781851850686
巴中市,1290.49822014973
巴彦淖尔市,1618.12567806714
巴音郭楞蒙古自治州,3122.07753190772
常州市,100.111131694949
常德市,907.000133389715
平凉市,1372.36160285555
平顶山市,765.127757572705
广元市,1408.81223713066
广安市,1339.3297102465
广州市,1138.65928985371
庆阳市,1319.10819167353
廊坊市,949.838229609106
延安市,1187.66152565567
延边朝鲜族自治州,1507.31204007968
开封市,674.216474813215
张家口市,1169.84329469887
张家界市,996.736154295383
张掖市,2063.29728887998
徐州市,442.571222682653
德宏州,2339.7497050785
德州市,749.569900719766
德阳市,1542.45504509534
忻州市,1121.81845671506
怀化市,1109.59605360906
怒江州,2169.61066024337
恩施土家族苗族自治州,1069.58582688986
惠州市,1094.3407972176
成都市,1605.09720055102
扬州市,187.61329722996
承德市,1143.42303071259
抚州市,593.942919015006
抚顺市,1217.02784827715
拉萨市,2824.81472504868
揭阳市,1002.90802963662
攀枝花市,1906.84993266502
文山州,1788.3866395053
文昌市,1622.18466681605
新乡市,747.903450288588
新余市,685.374129717258
无锡市,57.0303396981855
日喀则地区,3273.14578912722
日照市,474.633780157649
昆明市,1861.78523762113
昌吉回族自治州,3133.76206518539
昌江黎族自治县,1788.12441549749
昌都地区,2248.62670913136
昭通市,1663.46688008501
晋中市,967.685317492476
晋城市,874.550185784508
普洱市,2168.02057911197
景德镇市,398.323425643981
曲靖市,1749.94089125931
朔州市,1168.45703793324
朝阳市,1129.05191014967
本溪市,1150.91278075578
来宾市,1388.05668319189
杭州市,199.909974423319
松原市,1530.47990507259
林芝地区,2448.97402499223
果洛藏族自治州,2005.61713795055
枣庄市,497.062795123547
柳州市,1317.21903449482
株洲市,839.376992895826
桂林市,1197.41286156626
梅州市,916.79972055523
梧州市,1296.70467707326
楚雄市,1982.72123002016
榆林市,1254.982523062
武威市,1773.46960033562
武汉市,607.832407519846
毕节地区,1572.95262436946
永州市,1071.75208423728
汉中市,1289.0349612423
汕头市,975.676225993246
汕尾市,1064.38546490384
江门市,1294.99398043318
池州市,337.041975201374
沈阳市,1213.11116312295
沧州市,844.542218547903
河池市,1463.80238664331
